track,artist,v,tau,chi,zeta,C(4),C(8),ze_score,ze_grade,n_notes,n_events,v_pitch,v_rhythm,v_dynamics,v_harmony,chart_position,chart_year
track_51,Artist_2,-0.392,0.1272,1.5789,0.3245,0.0638,-0.1048,35.0,★ Низкий,126,125,0.0,0.0,0.0,0.0,61,
track_52,Artist_2,0.1756,0.139,0.9091,0.7917,0.0224,-0.1806,31.1,★ Низкий,132,131,0.0,0.0,0.0,0.0,72,
track_53,Artist_2,-0.6455,0.0866,0.5294,0.1342,-0.047,-0.0821,18.6,☆ Не хит,221,220,0.0,0.0,0.0,0.0,88,
track_54,Artist_2,-0.1633,0.1483,1.9444,0.9081,0.1953,0.002,35.0,★ Низкий,99,98,0.0,0.0,0.0,0.0,44,
track_55,Artist_2,0.0698,0.1551,1.1628,2.2226,-0.0035,-0.1222,35.0,★ Низкий,87,86,0.0,0.0,0.0,0.0,79,
track_56,Artist_2,0.0097,0.1301,1.0101,13.3992,0.1359,0.0584,35.0,★ Низкий,207,206,0.0,0.0,0.0,0.0,34,
track_57,Artist_2,0.0959,0.1605,1.3158,1.6736,0.1199,0.0391,35.0,★ Низкий,74,73,0.0,0.0,0.0,0.0,80,
track_58,Artist_2,0.1659,0.1269,0.4065,0.7652,0.067,-0.0229,25.4,★ Низкий,212,211,0.0,0.0,0.0,0.0,100,
track_59,Artist_2,-0.1333,0.1429,1.4318,1.0719,0.0345,0.0633,35.0,★ Низкий,121,120,0.0,0.0,0.0,0.0,49,
track_60,Artist_3,0.1206,0.1386,0.7595,1.1495,-0.0114,-0.1523,41.0,★★ Средний,142,141,0.0,0.0,0.0,0.0,7,
track_61,Artist_3,0.0053,0.1322,0.7527,20.0,0.037,-0.069,41.5,★★ Средний,190,189,0.0,0.0,0.0,0.0,52,
track_62,Artist_3,-0.0476,0.1294,0.871,2.7178,0.2827,0.0145,33.6,★ Низкий,211,210,0.0,0.0,0.0,0.0,70,
track_63,Artist_3,0.0455,0.1339,0.7865,2.9449,0.0771,0.0543,39.2,★ Низкий,177,176,0.0,0.0,0.0,0.0,80,
track_64,Artist_3,-0.0326,0.1328,0.9091,4.073,0.1948,0.0972,31.1,★ Низкий,185,184,0.0,0.0,0.0,0.0,60,
track_65,Artist_3,0.1006,0.1341,1.0227,1.3334,0.0433,0.0323,35.0,★ Низкий,170,169,0.0,0.0,0.0,0.0,59,
track_66,Artist_3,0.0123,0.1577,1.25,12.7749,-0.0372,-0.0866,35.0,★ Низкий,82,81,0.0,0.0,0.0,0.0,71,
track_67,Artist_3,0.1707,0.154,1.0638,0.9018,-0.1069,-0.0078,35.0,★ Низкий,83,82,0.0,0.0,0.0,0.0,93,
track_68,Artist_3,0.0476,0.1252,1.145,2.6282,0.1894,0.0863,35.0,★ Низкий,253,252,0.0,0.0,0.0,0.0,100,
track_69,Artist_3,-0.1176,0.1254,1.0,1.0659,0.0359,-0.0571,35.0,★ Низкий,239,238,0.0,0.0,0.0,0.0,10,
track_70,Artist_3,-0.0323,0.1528,0.8889,4.7371,-0.0334,0.0527,32.4,★ Низкий,94,93,0.0,0.0,0.0,0.0,83,
track_71,Artist_3,-0.0207,0.1392,0.8451,6.7297,-0.131,0.0346,35.3,★ Низкий,146,145,0.0,0.0,0.0,0.0,21,
track_72,Artist_3,-0.5309,0.124,2.7778,0.2335,0.0706,0.1887,35.0,★ Низкий,82,81,0.0,0.0,0.0,0.0,64,
track_73,Artist_3,0.0299,0.1414,1.0606,4.7379,-0.0159,0.1045,35.0,★ Низкий,135,134,0.0,0.0,0.0,0.0,97,
track_74,Artist_3,-0.2329,0.1235,0.9877,0.5305,0.1225,0.0175,35.0,★ Низкий,220,219,0.0,0.0,0.0,0.0,92,
track_75,Artist_3,0.1124,0.1325,0.8511,1.1797,0.0337,0.0334,34.9,★ Низкий,179,178,0.0,0.0,0.0,0.0,92,
track_76,Artist_3,-0.2229,0.1321,1.0526,0.5927,-0.0901,-0.0274,35.0,★ Низкий,158,157,0.0,0.0,0.0,0.0,97,
track_77,Artist_3,0.0866,0.1423,0.9375,1.6431,-0.0302,-0.1084,29.2,★ Низкий,128,127,0.0,0.0,0.0,0.0,55,
track_78,Artist_3,0.0991,0.1461,0.8197,1.4746,-0.2741,0.0531,37.0,★ Низкий,112,111,0.0,0.0,0.0,0.0,48,
track_79,Artist_3,0.12,0.1489,1.3125,1.2412,0.0303,-0.0872,35.0,★ Низкий,101,100,0.0,0.0,0.0,0.0,52,
track_80,Artist_4,-0.1061,0.1408,1.4035,1.3276,0.0633,0.0903,35.0,★ Низкий,133,132,0.0,0.0,0.0,0.0,38,
track_81,Artist_4,-0.4792,0.1091,0.8163,0.2276,-0.0749,0.02,37.2,★ Низкий,193,192,0.0,0.0,0.0,0.0,61,
track_82,Artist_4,0.0,0.1505,0.8182,20.0,-0.06,0.02,37.1,★ Низкий,101,100,0.0,0.0,0.0,0.0,100,
track_83,Artist_4,0.0947,0.1312,0.7579,1.3854,-0.0062,0.0244,41.1,★★ Средний,191,190,0.0,0.0,0.0,0.0,44,
track_84,Artist_4,-0.056,0.1253,0.7714,2.2367,0.0521,0.0199,40.2,★★ Средний,251,250,0.0,0.0,0.0,0.0,47,
track_85,Artist_4,-0.6316,0.1009,0.9524,0.1597,0.0213,-0.045,20.0,★ Низкий,115,114,0.0,0.0,0.0,0.0,100,
track_86,Artist_4,0.0286,0.1631,0.8438,5.7069,-0.0866,-0.2011,35.4,★ Низкий,71,70,0.0,0.0,0.0,0.0,56,
track_87,Artist_4,-0.54,0.1171,1.35,0.2169,-0.0023,0.0811,35.0,★ Низкий,101,100,0.0,0.0,0.0,0.0,80,
track_88,Artist_4,0.0122,0.1359,0.9877,11.1438,0.0486,0.0122,35.0,★ Низкий,165,164,0.0,0.0,0.0,0.0,67,
track_89,Artist_4,-0.494,0.128,1.9048,0.2591,-0.0202,0.0595,35.0,★ Низкий,84,83,0.0,0.0,0.0,0.0,54,
track_90,Artist_4,-0.3565,0.1324,1.7143,0.3713,0.0642,0.0079,35.0,★ Низкий,116,115,0.0,0.0,0.0,0.0,92,
track_91,Artist_4,-0.0238,0.1564,0.9756,6.5677,0.0726,-0.1657,35.0,★ Низкий,85,84,0.0,0.0,0.0,0.0,39,
track_92,Artist_4,-0.0471,0.1347,1.08,2.8634,0.0915,0.1038,35.0,★ Низкий,171,170,0.0,0.0,0.0,0.0,11,
track_93,Artist_4,-0.5556,0.1011,1.5,0.1819,0.0042,-0.0257,35.0,★ Низкий,190,189,0.0,0.0,0.0,0.0,23,
track_94,Artist_4,-0.1485,0.1285,1.4118,0.8652,0.181,0.0186,35.0,★ Низкий,203,202,0.0,0.0,0.0,0.0,57,
track_95,Artist_4,-0.0653,0.1305,1.1628,1.9983,0.1293,-0.0633,35.0,★ Низкий,200,199,0.0,0.0,0.0,0.0,78,
track_96,Artist_4,0.1083,0.1359,0.7317,1.2553,0.0716,-0.0806,42.9,★★ Средний,158,157,0.0,0.0,0.0,0.0,69,
track_97,Artist_4,-0.0536,0.1466,1.3462,2.7365,-0.1293,0.1383,35.0,★ Низкий,113,112,0.0,0.0,0.0,0.0,55,
track_98,Artist_4,-0.1558,0.1352,1.0769,0.8675,0.1516,-0.0732,35.0,★ Низкий,155,154,0.0,0.0,0.0,0.0,55,
track_99,Artist_4,0.0602,0.1352,0.8434,2.2449,0.034,-0.0742,35.4,★ Низкий,167,166,0.0,0.0,0.0,0.0,73,
track_100,Artist_5,-0.26,0.1431,1.6875,0.5503,0.1932,0.1203,35.0,★ Низкий,101,100,0.0,0.0,0.0,0.0,45,
track_101,Artist_5,0.0521,0.1293,0.5405,2.4795,0.0025,-0.0446,19.4,☆ Не хит,212,211,0.0,0.0,0.0,0.0,76,
track_102,Artist_5,-0.58,0.1116,1.4211,0.1924,-0.0703,-0.043,20.0,★ Низкий,101,100,0.0,0.0,0.0,0.0,51,
track_103,Artist_5,-0.3143,0.1169,1.4458,0.3718,0.05,0.0901,35.0,★ Низкий,246,245,0.0,0.0,0.0,0.0,27,
track_104,Artist_5,0.2353,0.1576,1.0732,0.67,-0.1719,-0.0893,33.7,★ Низкий,69,68,0.0,0.0,0.0,0.0,44,
track_105,Artist_5,-0.0093,0.1292,0.8491,13.8208,0.1216,0.0655,35.1,★ Низкий,215,214,0.0,0.0,0.0,0.0,92,
track_106,Artist_5,-0.4508,0.1069,1.0606,0.2372,-0.0535,-0.0335,35.0,★ Низкий,245,244,0.0,0.0,0.0,0.0,67,
track_107,Artist_5,0.1905,0.1395,1.0,0.7326,0.0498,0.0156,35.0,★ Низкий,127,126,0.0,0.0,0.0,0.0,77,
track_108,Artist_5,-0.0417,0.1517,1.1905,3.6401,0.1017,-0.0871,35.0,★ Низкий,97,96,0.0,0.0,0.0,0.0,99,
track_109,Artist_5,-0.1642,0.1388,0.9091,0.8452,0.066,-0.0575,16.1,☆ Не хит,135,134,0.0,0.0,0.0,0.0,59,
track_110,Artist_5,-0.4321,0.1173,0.6522,0.2714,0.1356,0.0434,26.8,★ Низкий,163,162,0.0,0.0,0.0,0.0,100,
track_111,Artist_5,-0.5385,0.1134,1.7391,0.2107,-0.0991,-0.0872,20.0,★ Низкий,118,117,0.0,0.0,0.0,0.0,52,
track_112,Artist_5,-0.5269,0.1047,1.1628,0.1987,-0.0502,-0.1023,35.0,★ Низкий,187,186,0.0,0.0,0.0,0.0,85,
track_113,Artist_5,0.1714,0.1597,0.9474,0.9314,-0.1346,0.1479,13.5,☆ Не хит,71,70,0.0,0.0,0.0,0.0,100,
track_114,Artist_5,-0.0484,0.1436,0.8772,2.9668,0.0469,-0.0672,33.2,★ Низкий,125,124,0.0,0.0,0.0,0.0,67,
track_115,Artist_5,0.0519,0.141,1.1765,2.7199,-0.0837,0.1226,35.0,★ Низкий,136,135,0.0,0.0,0.0,0.0,19,
track_116,Artist_5,-0.5336,0.0982,1.3793,0.1839,-0.0334,0.0112,35.0,★ Низкий,254,253,0.0,0.0,0.0,0.0,50,
track_117,Artist_5,0.0323,0.1437,0.9836,4.4544,0.0479,0.0478,35.0,★ Низкий,125,124,0.0,0.0,0.0,0.0,74,
track_118,Artist_5,0.0612,0.1257,1.0236,2.0524,0.1391,-0.0162,35.0,★ Низкий,246,245,0.0,0.0,0.0,0.0,40,
track_119,Artist_5,-0.0294,0.141,1.2903,4.7942,0.1008,-0.0615,35.0,★ Низкий,137,136,0.0,0.0,0.0,0.0,45,
track_120,Artist_6,0.1134,0.1304,0.5607,1.1495,0.018,-0.1702,35.7,★ Низкий,195,194,0.0,0.0,0.0,0.0,98,
track_121,Artist_6,0.1529,0.1534,0.6383,1.0029,-0.1298,0.0618,40.9,★★ Средний,86,85,0.0,0.0,0.0,0.0,60,
track_122,Artist_6,-0.0466,0.1315,1.0989,2.82,0.003,0.1077,35.0,★ Низкий,194,193,0.0,0.0,0.0,0.0,59,
track_123,Artist_6,0.1316,0.158,1.0811,1.2012,-0.1419,-0.0357,35.0,★ Низкий,77,76,0.0,0.0,0.0,0.0,53,
track_124,Artist_6,-0.5373,0.1104,1.6667,0.2055,-0.1227,-0.1219,35.0,★ Низкий,135,134,0.0,0.0,0.0,0.0,17,
track_125,Artist_6,-0.04,0.1434,1.7544,3.5848,0.1974,0.0037,35.0,★ Низкий,126,125,0.0,0.0,0.0,0.0,75,
track_126,Artist_6,-0.0048,0.1297,1.2,20.0,-0.0527,0.1386,35.0,★ Низкий,210,209,0.0,0.0,0.0,0.0,43,
track_127,Artist_6,-0.2432,0.1541,1.8519,0.6335,0.0773,-0.0192,35.0,★ Низкий,75,74,0.0,0.0,0.0,0.0,100,
track_128,Artist_6,0.2683,0.1365,0.9211,0.5087,0.0163,0.036,31.8,★ Низкий,124,123,0.0,0.0,0.0,0.0,62,
track_129,Artist_6,-0.4178,0.1125,1.3115,0.2692,0.0338,-0.0421,35.0,★ Низкий,214,213,0.0,0.0,0.0,0.0,86,
track_130,Artist_6,0.2041,0.1274,0.7143,0.624,0.1942,0.0615,40.1,★★ Средний,197,196,0.0,0.0,0.0,0.0,88,
track_131,Artist_6,-0.4545,0.1181,0.7692,0.2597,0.0119,0.0559,25.4,★ Низкий,144,143,0.0,0.0,0.0,0.0,56,
track_132,Artist_6,-0.1905,0.1317,1.0294,0.6915,0.045,-0.04,35.0,★ Низкий,169,168,0.0,0.0,0.0,0.0,77,
track_133,Artist_6,0.0582,0.1319,0.9375,2.2665,0.0968,0.0755,29.2,★ Низкий,190,189,0.0,0.0,0.0,0.0,48,
track_134,Artist_6,-0.2688,0.1256,0.9231,0.4674,0.265,0.1305,30.1,★ Низкий,187,186,0.0,0.0,0.0,0.0,51,
track_135,Artist_6,0.1111,0.1259,0.4724,1.1333,0.0056,-0.0466,29.8,★ Низкий,235,234,0.0,0.0,0.0,0.0,66,
track_136,Artist_6,0.1048,0.1286,1.125,1.2276,0.0196,0.0386,35.0,★ Низкий,211,210,0.0,0.0,0.0,0.0,44,
track_137,Artist_6,0.0617,0.1573,0.9524,2.5482,0.0812,0.0578,35.0,★ Низкий,82,81,0.0,0.0,0.0,0.0,78,
track_138,Artist_6,-0.1786,0.1435,1.5556,0.8036,0.07,-0.005,35.0,★ Низкий,113,112,0.0,0.0,0.0,0.0,29,
track_139,Artist_6,-0.5556,0.1279,2.1429,0.2301,0.2676,0.1576,20.0,★ Низкий,64,63,0.0,0.0,0.0,0.0,85,
track_140,Artist_7,0.0575,0.1548,1.2195,2.6942,-0.015,0.0527,35.0,★ Низкий,88,87,0.0,0.0,0.0,0.0,63,
track_141,Artist_7,-0.6,0.0949,1.0256,0.1582,-0.0885,0.0154,20.0,★ Низкий,196,195,0.0,0.0,0.0,0.0,69,
track_142,Artist_7,-0.5943,0.0941,1.6279,0.1584,-0.1366,-0.0129,35.0,★ Низкий,213,212,0.0,0.0,0.0,0.0,80,
track_143,Artist_7,-0.6545,0.0979,0.9474,0.1496,-0.0145,0.0525,28.5,★ Низкий,111,110,0.0,0.0,0.0,0.0,82,
track_144,Artist_7,0.0056,0.1339,0.814,20.0,0.0395,-0.0737,37.4,★ Низкий,178,177,0.0,0.0,0.0,0.0,89,
track_145,Artist_7,-0.5439,0.1044,1.7949,0.192,-0.0139,-0.1642,35.0,★ Низкий,172,171,0.0,0.0,0.0,0.0,96,
track_146,Artist_7,-0.1959,0.1473,1.7949,0.752,0.2778,0.0873,35.0,★ Низкий,98,97,0.0,0.0,0.0,0.0,64,
track_147,Artist_7,-0.5392,0.1003,1.0417,0.1861,-0.0471,0.0254,35.0,★ Низкий,218,217,0.0,0.0,0.0,0.0,75,
track_148,Artist_7,-0.6265,0.0942,2.5806,0.1503,-0.022,-0.0053,35.0,★ Низкий,167,166,0.0,0.0,0.0,0.0,40,
track_149,Artist_7,0.1358,0.1556,0.8696,1.146,0.0935,-0.0081,33.7,★ Низкий,82,81,0.0,0.0,0.0,0.0,71,
track_150,Artist_7,-0.5205,0.1105,1.1765,0.2123,-0.0053,-0.1372,20.0,★ Низкий,147,146,0.0,0.0,0.0,0.0,56,
track_151,Artist_7,-0.1193,0.1249,0.7477,1.0465,0.0426,0.0016,41.8,★★ Средний,244,243,0.0,0.0,0.0,0.0,26,
track_152,Artist_7,-0.4479,0.1157,1.7778,0.2583,0.0253,0.0943,35.0,★ Низкий,164,163,0.0,0.0,0.0,0.0,92,
track_153,Artist_7,0.0745,0.1318,0.4124,1.7704,0.0173,0.0501,10.8,☆ Не хит,189,188,0.0,0.0,0.0,0.0,83,
track_154,Artist_7,-0.4435,0.1246,1.3793,0.281,0.0389,0.0496,35.0,★ Низкий,116,115,0.0,0.0,0.0,0.0,59,
track_155,Artist_7,-0.09,0.1288,0.9474,1.4299,-0.0131,0.0736,28.5,★ Низкий,212,211,0.0,0.0,0.0,0.0,92,
track_156,Artist_7,0.0802,0.1319,0.625,1.6442,-0.0533,0.0227,40.0,★★ Средний,188,187,0.0,0.0,0.0,0.0,9,
track_157,Artist_7,-0.3242,0.1187,1.5714,0.3661,0.195,-0.0383,35.0,★ Низкий,220,219,0.0,0.0,0.0,0.0,45,
track_158,Artist_7,-0.5798,0.0939,1.6327,0.162,0.0853,0.0408,35.0,★ Низкий,239,238,0.0,0.0,0.0,0.0,100,
track_159,Artist_7,-0.0552,0.1358,0.9091,2.4591,0.163,0.1124,31.1,★ Низкий,164,163,0.0,0.0,0.0,0.0,43,
track_160,Artist_8,0.2553,0.1453,0.7273,0.5691,0.0072,-0.0582,43.6,★★ Средний,95,94,0.0,0.0,0.0,0.0,39,
track_161,Artist_8,-0.0359,0.1313,0.8791,3.6585,0.1069,-0.0468,33.1,★ Низкий,196,195,0.0,0.0,0.0,0.0,35,
track_162,Artist_8,0.1053,0.1588,0.7895,1.5083,-0.065,0.0464,39.0,★ Низкий,77,76,0.0,0.0,0.0,0.0,41,
track_163,Artist_8,-0.4726,0.1088,1.3208,0.2301,0.0718,-0.0108,35.0,★ Низкий,202,201,0.0,0.0,0.0,0.0,100,
track_164,Artist_8,-0.3333,0.1425,1.0714,0.4276,0.1149,0.0575,35.0,★ Низкий,88,87,0.0,0.0,0.0,0.0,1,
track_165,Artist_8,0.1642,0.1616,0.5789,0.9845,-0.0603,-0.159,21.9,★ Низкий,68,67,0.0,0.0,0.0,0.0,80,
track_166,Artist_8,0.0741,0.1475,1.1538,1.9906,0.0515,-0.0032,35.0,★ Низкий,109,108,0.0,0.0,0.0,0.0,55,
track_167,Artist_8,-0.5702,0.1085,1.5385,0.1903,0.1023,-0.0327,35.0,★ Низкий,122,121,0.0,0.0,0.0,0.0,63,
track_168,Artist_8,0.0751,0.1248,0.8209,1.6612,0.0936,0.0458,36.9,★ Низкий,254,253,0.0,0.0,0.0,0.0,57,
track_169,Artist_8,-0.0625,0.1425,1.2727,2.2793,0.0254,0.088,35.0,★ Низкий,129,128,0.0,0.0,0.0,0.0,32,
track_170,Artist_8,0.1258,0.1366,0.9412,1.0854,0.0037,0.0419,28.9,★ Низкий,152,151,0.0,0.0,0.0,0.0,57,
track_171,Artist_8,0.0583,0.1298,0.5556,2.2279,-0.082,-0.0534,35.4,★ Низкий,207,206,0.0,0.0,0.0,0.0,68,
track_172,Artist_8,-0.0327,0.1377,1.2329,4.2131,0.111,-0.0596,35.0,★ Низкий,154,153,0.0,0.0,0.0,0.0,44,
track_173,Artist_8,0.1448,0.1372,0.5,0.9471,-0.027,-0.0397,16.7,☆ Не хит,146,145,0.0,0.0,0.0,0.0,100,
track_174,Artist_8,0.0,0.1667,1.6667,20.0,0.0312,-0.0312,35.0,★ Низкий,65,64,0.0,0.0,0.0,0.0,39,
track_175,Artist_8,-0.2841,0.1261,1.6129,0.444,0.0833,0.0971,35.0,★ Низкий,177,176,0.0,0.0,0.0,0.0,38,
track_176,Artist_8,-0.1714,0.1597,1.6667,0.9314,0.0319,-0.0775,35.0,★ Низкий,71,70,0.0,0.0,0.0,0.0,82,
track_177,Artist_8,0.0169,0.1453,0.6897,8.5705,-0.0345,-0.069,44.3,★★ Средний,119,118,0.0,0.0,0.0,0.0,51,
track_178,Artist_8,-0.5385,0.1198,1.4286,0.2224,-0.1179,-0.1788,20.0,★ Низкий,92,91,0.0,0.0,0.0,0.0,54,
track_179,Artist_8,-0.0088,0.1466,1.4815,16.5675,0.0263,0.0263,35.0,★ Низкий,114,113,0.0,0.0,0.0,0.0,28,
track_180,Artist_9,0.0101,0.1508,1.1628,14.9325,0.091,-0.0094,35.0,★ Низкий,100,99,0.0,0.0,0.0,0.0,60,
track_181,Artist_9,-0.5166,0.1033,1.1765,0.2,-0.0145,-0.0598,35.0,★ Низкий,212,211,0.0,0.0,0.0,0.0,75,
track_182,Artist_9,0.2022,0.1298,0.6931,0.6417,0.1369,-0.1967,40.4,★★ Средний,179,178,0.0,0.0,0.0,0.0,84,
track_183,Artist_9,0.2444,0.1473,0.9,0.6027,0.1463,0.2496,31.2,★ Низкий,91,90,0.0,0.0,0.0,0.0,74,
